state,county,rgdp2012,rgdp2013,rgdp2014,rgdp2015
TX,Brazoria,12523572,13238303,13373291,13516733
TX,Brazos,7441069,7597251,7938927,8226879
TX,Brewster,304541,305866,308074,313866
TX,Briscoe,24761,27952,28515,48006
TX,Brooks,230210,227183,231208,220233
TX,Brown,1096898,1147079,1184498,1221988
TX,Burleson,464850,470043,463616,487436
TX,Burnet,1112816,1204370,1334602,1327870
TX,Caldwell,713222,719956,744127,712760
TX,Calhoun,1877178,1980049,1891763,1945956
TX,Callahan,196988,209311,216074,228095
TX,Cameron,8587099,8657897,8764179,8820725
TX,Camp,325848,341624,337536,342719
TX,Carson,642371,560776,578651,627788
TX,Cass,588925,621844,635068,632990
TX,Castro,425054,434313,451557,579434
TX,Chambers,2069901,1902645,1755327,2015501
TX,Cherokee,1049623,1087274,1070361,1100878
TX,Childress,147269,153017,157851,170370
TX,Clay,156339,165789,162348,177831
TX,Cochran,78668,84277,83140,104609
TX,Coke,62204,68881,67332,71259
TX,Coleman,157130,184691,187520,186411
TX,Collin,44148298,46208292,50147961,53942322
TX,Collingsworth,66148,74899,76111,83774
TX,Colorado,632028,674342,683617,704062
TX,Comal,3587537,4047585,4417545,4812271
TX,Comanche,292143,308771,315738,349142
TX,Concho,71558,71789,73942,80017
TX,Cooke,2324792,2558345,2767932,2652909
TX,Coryell,1134429,1182279,1221531,1350913
TX,Cottle,24223,25584,26443,28524
TX,Crane,275934,287655,282909,247034
TX,Crockett,138214,146947,142803,185838
TX,Crosby,117767,125258,128356,147900
TX,Culberson,99136,102776,96527,95862
TX,Dallam,477856,548399,501286,556210
TX,Dallas,227714939,229603961,233769856,243694189
TX,Dawson,382772,399641,400131,441560
TX,Deaf Smith,836810,959395,905797,1078865
TX,Delta,76741,93237,104329,109387
TX,Denton,19801208,21847211,23656004,26531359
TX,DeWitt,720059,790112,908925,1000535
TX,Dickens,74844,74714,75002,75730
TX,Dimmit,628533,678296,738604,796438
TX,Donley,82762,110368,87443,100880
TX,Duval,357250,356317,337142,302962
TX,Eastland,903118,1101963,1020602,948832
TX,Ector,9770169,10312384,11064810,10555292
TX,Edwards,35716,38851,42935,44886
TX,Ellis,4382130,4547262,4597144,4706853
TX,El Paso,26816915,26252237,26156294,26422971
TX,Erath,1027594,1111596,1178438,1287106
TX,Falls,302608,350913,352917,384925
TX,Fannin,515923,536907,546183,567204
TX,Fayette,1228844,1339266,1326200,1271076
TX,Fisher,105784,117686,119352,123682
TX,Floyd,154007,166859,168899,189851
TX,Foard,22738,22788,23591,24979
TX,Fort Bend,17651721,18778868,19185971,20133316
TX,Franklin,224633,241775,250642,277788
TX,Freestone,1183971,1165091,1091167,1229675
TX,Frio,706497,766674,968154,880908
TX,Gaines,710176,773449,827084,962866
TX,Galveston,12106748,13431282,11918661,13108484
TX,Garza,282814,302186,290597,291018
TX,Gillespie,681438,717523,754151,783967
TX,Glasscock,96532,98710,121766,155194
TX,Goliad,410464,385939,378620,279668
TX,Gonzales,642869,690529,696416,750748
TX,Gray,1214964,1233608,1188765,1135768
TX,Grayson,3657721,3722606,3756240,3847352
TX,Gregg,8321480,8372791,8706571,8582212
TX,Grimes,1229702,1187561,1069292,991377
TX,Guadalupe,3509266,4874127,6221813,7592563
TX,Hale,1207870,1178278,1174324,1261415
TX,Hall,69317,83401,76951,84582
TX,Hamilton,183918,190219,183396,194007
TX,Hansford,402779,467368,485016,645796
TX,Hardeman,82480,84513,88996,99154
TX,Hardin,1128994,1261771,1196016,1155440
TX,Harris,377095884,390462996,392944157,418407426
TX,Harrison,3730271,3743575,3747399,4249818
TX,Hartley,395998,551269,516291,669459
TX,Haskell,146685,146971,151071,161841
TX,Hays,4127576,4511960,4750873,5105084
TX,Hemphill,467346,518551,565074,571023
TX,Henderson,1360947,1466042,1548394,1634199
TX,Hidalgo,16145021,16587355,17417305,18163380
TX,Hill,666240,700758,738657,771155
TX,Hockley,1232288,1306163,1370909,1460713
TX,Hood,1580716,1759863,1981330,1931033
TX,Hopkins,1103318,1161346,1179916,1180736
TX,Houston,627422,641555,683595,760969
TX,Howard,1417447,1519825,1446122,1488203
TX,Hudspeth,110252,113827,115069,126655
TX,Hunt,2840143,3021602,3198040,3177607
TX,Hutchinson,1364783,1474373,1550440,1885302
TX,Irion,129732,175031,243624,250757
TX,Jack,433252,501524,544257,484075
TX,Jackson,480116,513650,531522,549248
TX,Jasper,864706,850472,885525,841288
TX,Jeff Davis,55440,53329,54022,56411
TX,Jefferson,21704922,23556141,21021182,23089143
TX,Jim Hogg,162016,165524,168822,181678
TX,Jim Wells,2448676,2489171,2635301,2252228
TX,Johnson,3920358,4002535,4183461,4208223
TX,Jones,408981,424485,446049,456964
TX,Karnes,438663,465388,591694,840327
TX,Kaufman,2541012,2604471,2638162,2727155
TX,Kendall,1310225,1422790,1533480,1698756
TX,Kenedy,170488,174304,173702,151117
TX,Kent,20920,26006,25988,27517
TX,Kerr,1556996,1569242,1615303,1652562
TX,Kimble,121024,115138,110945,108150
TX,King,15098,13579,14233,14194
TX,Kinney,74678,81094,81802,82881
TX,Kleberg,1117371,1202809,1183453,1223907
TX,Knox,122812,137651,153918,139646
TX,Lamar,1772858,1753918,1757389,1887880
TX,Lamb,795211,888331,784272,806150
TX,Lampasas,338227,343608,342882,353524
TX,La Salle,417896,467662,503290,460151
TX,Lavaca,608530,609042,606708,627785
TX,Lee,659174,657199,718195,732813
TX,Leon,609162,676010,737358,777531
TX,Liberty,1559772,1509445,1542003,1537987
TX,Limestone,1192676,1272592,1205235,1093525
TX,Lipscomb,172177,173104,194888,201543
TX,Live Oak,660222,758629,719595,798820
TX,Llano,373143,356196,362228,510799
TX,Loving,2753,3543,3559,4576
TX,Lubbock,10743415,10851696,10928669,11199818
TX,Lynn,110948,129395,134002,153208
TX,McCulloch,317877,337484,349381,338341
TX,McLennan,9951790,10785471,11203030,10660229
TX,McMullen,66517,89132,110862,138701
TX,Madison,350236,416421,425458,461462
TX,Marion,168921,176799,166543,179795
TX,Martin,193605,207944,215611,224948
TX,Mason,110257,153752,158710,190082
TX,Matagorda,1729826,1703468,1805333,1755428
TX,Maverick,1074847,1096124,1153378,1224747
TX,Medina,690195,730482,789643,810385
TX,Menard,34540,34751,34032,38208
TX,Midland,24144006,27780986,31023082,34581602
TX,Milam,987529,1009238,976853,955621
TX,Mills,100947,105063,126806,129911
TX,Mitchell,231551,234177,253380,278605
TX,Montague,579691,641936,645078,608592
TX,Montgomery,21353812,25494690,26477861,25870938
TX,Moore,1235892,1441011,1276777,1452347
TX,Morris,737346,745201,668318,609416
TX,Motley,20797,21062,22554,25183
TX,Nacogdoches,1725091,1749696,1702016,1724005
TX,Navarro,1327712,1384609,1421922,1448710
TX,Newton,419287,332557,309519,393212
TX,Nolan,791835,802003,807533,756270
TX,Nueces,18320935,19718761,19436148,20990558
TX,Ochiltree,974523,1087995,1175162,1227866
TX,Oldham,120338,164466,168752,198714
TX,Orange,3098246,3239390,3123141,2862573
TX,Palo Pinto,855832,840036,889020,836556
TX,Panola,914368,994302,1092220,1065228
TX,Parker,2928337,3204786,3427167,3372195
TX,Parmer,599378,852608,878205,1132289
TX,Pecos,658833,607038,663157,662576
TX,Polk,836765,853868,825043,832534
TX,Potter,8038998,8120831,8137776,8144478
TX,Presidio,222852,245766,227922,256265
TX,Rains,131834,137175,141528,147007
TX,Randall,2811090,3002356,3080441,3230219
TX,Reagan,231715,240468,270869,273867
TX,Real,43001,48320,52270,57509
TX,Red River,182650,189358,189874,178826
TX,Reeves,312500,335022,397710,427459
TX,Refugio,296090,324107,328610,295932
TX,Roberts,21787,24888,40397,69624
TX,Robertson,960237,1045884,1058999,1045261
TX,Rockwall,1923212,2216948,2559040,3059077
TX,Runnels,244817,249495,244112,245060
TX,Rusk,2331288,2310508,2131705,1973428
TX,Sabine,223491,196485,186759,198294
TX,San Augustine,114594,122728,122782,133042
TX,San Jacinto,201912,202790,207617,251917
TX,San Patricio,2350600,2375634,2331975,2295521
TX,San Saba,114225,112690,120490,136024
TX,Schleicher,108385,110424,116222,111091
TX,Scurry,1077871,1210041,1263876,1284493
TX,Shackelford,666874,806560,945203,1073388
TX,Shelby,728988,792299,850083,979570
TX,Sherman,175915,249570,227309,300333
TX,Smith,11805664,12661523,13298219,13915956
TX,Somervell,1278996,1273073,1154535,1230752
TX,Starr,853574,871157,882045,964008
TX,Stephens,635287,674596,658045,623877
TX,Sterling,203468,205178,201685,192220
TX,Stonewall,100926,143973,146270,193463
TX,Sutton,422151,431582,477696,471972
TX,Swisher,239126,325746,316865,412829
TX,Tarrant,94158583,99298415,104451550,107573002
TX,Taylor,5748366,5873392,6200249,6171216
TX,Terrell,36084,33166,28965,27904
TX,Terry,355627,366366,396209,437876
TX,Throckmorton,75812,74436,70601,70638
TX,Titus,2042527,1989024,1799875,1645365
TX,Tom Green,4458796,4522469,4887008,4927408
TX,Travis,80661565,84514404,87954858,94106718
TX,Trinity,154439,160039,165772,166355
TX,Tyler,257346,250862,265885,273670
TX,Upshur,604782,636222,667263,658818
TX,Upton,274571,290367,326938,374118
TX,Uvalde,807987,869531,899295,888616
TX,Val Verde,1450146,1359442,1374510,1428780
TX,Van Zandt,773693,800018,815264,822044
TX,Victoria,4425506,4710035,5031414,5015626
TX,Walker,1721456,1729584,1764616,1765611
TX,Waller,1550337,1645374,1762619,1730920
TX,Ward,611527,634194,689780,684373
TX,Washington,1376555,1450978,1695108,1896412
TX,Webb,7488091,7410299,7781873,8103344
TX,Wharton,1363797,1417330,1490079,1553934
TX,Wheeler,282464,314600,308512,297693
TX,Wichita,6330074,6608528,6216273,6221889
TX,Wilbarger,622301,696278,633129,575415
TX,Willacy,309059,403503,458224,511987
TX,Williamson,16692317,17294513,18163091,20130044
TX,Wilson,599667,704559,779065,803929
TX,Winkler,321470,338677,364394,378346
TX,Wise,2899972,2901383,3074469,2966520
TX,Wood,836063,864039,865751,917198
TX,Yoakum,738168,697520,749101,753135
TX,Young,987853,1040588,1023768,1011928
TX,Zapata,562016,607349,625633,482379
TX,Zavala,183845,192081,201554,218392
UT,Beaver,303157,357696,383143,423531
UT,Box Elder,1705248,1867633,1812832,1964639
UT,Cache,3514090,3597720,3662870,3766410
UT,Carbon,1089930,1140488,1285153,1121580
UT,Daggett,45459,41502,41957,48918
UT,Davis,10710759,11650788,11813128,11940494
UT,Duchesne,1196143,1242195,1322966,1275052
UT,Emery,1046654,1049449,1037071,961613
UT,Garfield,154674,146737,145895,154603
UT,Grand,398648,396545,374492,396059
UT,Iron,1092156,1130396,1237206,1279181
UT,Juab,338700,381551,383610,419273
UT,Kane,292110,319571,252702,256271
UT,Millard,706663,803703,801355,776711
UT,Morgan,173215,179953,201884,202052
UT,Piute,21261,24866,27112,26175
UT,Rich,55458,59057,60615,64223
UT,Salt Lake,68328142,69229354,71412677,74448874
UT,San Juan,430742,460706,435672,418074
UT,Sanpete,513819,495446,475614,478256
UT,Sevier,688690,766749,831708,775867
UT,Summit,2936716,3055726,3125963,3227448
UT,Tooele,1784581,1821094,1803961,1749383
UT,Uintah,1965428,2064763,2299253,2327555
UT,Utah,16964197,17277339,17865526,19350781
UT,Wasatch,508231,562749,638424,646991
UT,Washington,3733408,3954631,4083649,4435619
UT,Wayne,61494,62349,65168,68651
UT,Weber,7961200,7765226,8012491,8337745
VT,Addison,1406434,1249939,1228703,1250046
VT,Bennington,1642039,1748141,1468782,1427346
VT,Caledonia,942251,934112,912026,971766
VT,Chittenden,10852741,10414133,10553238,10849229
VT,Essex,95735,96835,95335,98276
VT,Franklin,1476439,1508416,1571090,1621227
VT,Grand Isle,141256,141400,144620,149457
VT,Lamoille,991095,1080845,1052548,1150617
VT,Orange,610354,588645,577210,575335
VT,Orleans,798332,814264,864198,903048
VT,Rutland,2249932,2215828,2228816,2263854
VT,Washington,2978566,3047160,3257403,3197991
VT,Windham,2513650,2514948,2437702,2146336
VT,Windsor,2188530,2142708,2098982,2173097
VA,Accomack,2382212,2435160,2410163,2462348
VA,Amelia,237931,235285,243494,266635
VA,Amherst,691660,716544,698849,710533
VA,Appomattox,237658,244574,241811,235598
VA,Arlington,38314978,37149150,36101131,35832831
VA,Bath,184090,209969,194664,204550
VA,Bedford,1721522,1741252,1690652,1703968
VA,Bland,175266,184517,192047,199360
VA,Botetourt,1033165,1203727,1187001,1124163
VA,Brunswick,299558,301492,295807,294289
VA,Buchanan,940348,881032,1020202,917433
VA,Buckingham,620741,553703,497926,506009
VA,Caroline,525771,540747,541112,531325
VA,Charles City,143447,150667,151665,153347
VA,Charlotte,210732,207207,201606,201246
VA,Chesterfield,14291711,14663735,14997953,15721066
VA,Clarke,410164,396394,395447,421761
VA,Craig,61530,65846,62967,60423
VA,Culpeper,1415298,1425454,1443768,1504132
VA,Cumberland,132832,129077,123750,122365
VA,Dickenson,375238,371938,442464,433692
VA,Essex,330537,315152,318005,308453
VA,Fauquier,2566248,2679589,2701587,2773839
VA,Floyd,240329,239882,243647,260057
VA,Fluvanna,833610,701555,612822,685113
VA,Franklin,1109079,1189663,1191222,1209426
VA,Giles,516541,467244,435840,426844
VA,Gloucester,702155,717153,687547,711559
VA,Goochland,1532989,1651370,1777427,2010757
VA,Grayson,196625,217337,224603,224272
VA,Greene,323101,354283,395801,474154
VA,Halifax,1342877,1401219,1333831,1302760
VA,Hanover,4862030,4681317,5055156,5380926
VA,Henrico,22947331,23836246,23988360,24832893
VA,Highland,46315,49507,52669,57688
VA,Isle of Wight,1326816,1424521,1357399,1362260
VA,King and Queen,123159,111822,111380,112134
VA,King George,1562856,1599482,1595604,1605344
VA,King William,421057,378867,385519,387549
VA,Lancaster,350707,357694,355522,340604
VA,Lee,393625,389157,388527,391140
VA,Loudoun,20965386,21323260,22019023,23116880
VA,Louisa,2253857,2110061,2142015,2220109
VA,Lunenburg,202487,197539,187484,188290
VA,Madison,279387,265446,257601,262629
VA,Mathews,112178,111666,107986,106717
VA,Mecklenburg,879484,908721,916295,963786
VA,Middlesex,266544,258020,254871,251583
VA,Nelson,401096,419685,445258,467122
VA,New Kent,327299,334574,348882,377106
VA,Northampton,347024,349869,340060,328104
VA,Northumberland,322503,319173,334366,359614
VA,Nottoway,442357,426399,415277,420810
VA,Orange,881516,939960,909330,921576
VA,Page,426860,440545,440876,455899
VA,Patrick,353133,359779,344063,350212
VA,Powhatan,603697,609797,626283,638826
VA,Prince Edward,628241,621577,611624,619281
VA,Pulaski,999616,1022196,1000372,1008359
VA,Rappahannock,237291,204953,199500,202080
VA,Richmond,216603,212335,207626,196561
VA,Russell,685782,683095,664693,661821
VA,Scott,345788,349229,351014,360434
VA,Shenandoah,1519010,1567852,1534782,1600557
VA,Smyth,968452,971304,946985,926881
VA,Stafford,4619054,4696475,4603852,4683177
VA,Surry,1450928,1377306,1311739,1083244
VA,Sussex,301554,306753,332886,342039
VA,Tazewell,1364902,1396749,1418154,1543909
VA,Warren,1067847,1168782,1200271,1620674
VA,Westmoreland,286465,293032,268154,266518
VA,Wythe,1402304,1592949,1611774,1812547
WA,Adams,672538,707344,726445,726187
WA,Asotin,470123,450310,441587,448935
WA,Benton,8424572,8272476,8309224,8262332
WA,Chelan,3432993,3354497,3352920,3438342
WA,Clallam,1846767,1922855,1913732,1846759
WA,Clark,14555395,15575313,16551207,16478621
WA,Columbia,218676,221042,261558,293514
WA,Cowlitz,3348934,3414671,3553598,3523590
WA,Douglas,1300739,1304623,1259763,1310545
WA,Ferry,128507,123553,129405,126062
WA,Franklin,2692127,2844300,3016524,3225255
WA,Garfield,104189,146657,106386,99034
WA,Grant,4365540,4286790,4203799,4513526
WA,Grays Harbor,1862988,1886749,1877257,1846782
WA,Island,2151057,2171293,2214828,2299646
WA,Jefferson,659288,679904,675875,696943
WA,King,217205401,224611395,236017941,247476535
WA,Kitsap,9275393,9384425,9869313,9903950
WA,Kittitas,1260264,1251639,1268231,1262638
WA,Klickitat,972753,1032221,1092409,1214147
WA,Lewis,2088829,2167697,2210180,2236554
WA,Lincoln,321551,331970,343622,342212
WA,Mason,1067154,1103934,1142705,1094123
WA,Okanogan,1064251,1079832,1117752,1189017
WA,Pacific,451320,471357,498722,478084
WA,Pend Oreille,383354,366811,385711,387135
WA,Pierce,31758298,32347140,32345212,31998370
WA,San Juan,492193,496163,531224,541728
WA,Skagit,5003381,5174465,5244025,5875244
WA,Skamania,187425,190963,198681,188735
WA,Snohomish,32297192,31907600,31115590,34441293
WA,Spokane,19077046,19597986,20307801,19406551
WA,Stevens,751855,778232,804316,811361
WA,Thurston,9563923,9652802,9954802,9701177
WA,Wahkiakum,64838,64330,60075,62639
WA,Walla Walla,2509139,2557303,2771527,2824436
WA,Whatcom,8788754,9260998,9403298,11929840
WA,Whitman,1734616,1767626,1802081,1840528
WA,Yakima,8309913,8186720,8266612,8535860
WV,Barbour,311529,315631,303719,298189
WV,Berkeley,2915650,2889029,2835480,2694776
WV,Boone,1255899,1162977,979697,831916
WV,Braxton,268683,265777,263008,276268
WV,Brooke,768487,756449,752521,630093
WV,Cabell,4477526,4481023,4543036,4623310
WV,Calhoun,146245,138179,144807,122784
WV,Clay,176242,119071,104246,96176
WV,Doddridge,111701,143248,177885,262313
WV,Fayette,1029698,965239,891144,885774
WV,Gilmer,224483,251651,286256,322001
WV,Grant,488065,474495,456191,449727
WV,Greenbrier,1048965,1029634,1120852,1272022
WV,Hampshire,303752,301696,295819,303537
WV,Hancock,1065087,1050353,1106111,1073759
WV,Hardy,354096,384971,365486,359959
WV,Harrison,3714377,4186034,4496936,4715082
WV,Jackson,739356,768986,749825,795528
WV,Jefferson,1334344,1305835,1281981,1307463
WV,Kanawha,11498386,11187676,10857679,10678116
WV,Lewis,792161,819421,900030,936428
WV,Lincoln,291501,305994,269466,271557
WV,Logan,1317977,1297160,1232883,1156365
WV,McDowell,777385,731552,609119,492657
WV,Marion,2083985,2159527,2097859,2040456
WV,Marshall,1567958,1819229,1878412,1954309
WV,Mason,784426,755733,881094,889460
WV,Mercer,1696328,1647704,1598652,1571660
WV,Mineral,791547,765600,745421,732536
WV,Mingo,1150128,1078715,927586,792887
WV,Monongalia,5811775,6336124,6267777,6400167
WV,Monroe,169934,161994,157642,156239
WV,Morgan,219856,223890,223233,225395
WV,Nicholas,778754,703324,673454,593981
WV,Ohio,2348817,2289383,2315309,2331673
WV,Pendleton,148072,146986,138711,133838
WV,Pleasants,410346,431829,447462,420039
WV,Pocahontas,227370,226908,222480,218053
WV,Preston,618338,585560,585899,577733
WV,Putnam,2975986,3266049,3025444,3125705
WV,Raleigh,3188741,3188227,3158380,3021923
WV,Randolph,840170,786151,788561,774779
WV,Ritchie,312018,356612,386756,425527
WV,Roane,274632,315993,341689,331195
WV,Summers,190955,178501,220313,235606
WV,Taylor,242017,311523,338634,353228
WV,Tucker,217268,224896,213518,239368
WV,Tyler,260948,288843,274766,288691
WV,Upshur,757695,724638,725486,750469
WV,Wayne,958087,981929,952856,917662
WV,Webster,189116,201668,188362,174480
WV,Wetzel,346461,354460,366761,468219
WV,Wirt,52344,53970,54097,53552
WV,Wood,3751701,3556989,3934379,3739865
WV,Wyoming,621631,695978,641822,667923
WI,Adams,387443,366930,369781,377277
WI,Ashland,587565,584802,561830,569486
WI,Barron,1674495,1708081,1765206,1861310
WI,Bayfield,278769,279791,272717,285648
WI,Brown,15017732,14490834,15212095,15766578
WI,Buffalo,510242,542478,491293,492409
WI,Burnett,378117,376355,372176,373849
WI,Calumet,1121652,1175629,1234102,1343584
WI,Chippewa,2014195,2044345,2185557,2413668
WI,Clark,965385,989786,996916,1102754
WI,Columbia,2285029,2330399,2261536,2318931
WI,Crawford,579826,583277,584366,605929
WI,Dane,35635091,35849659,38340936,40796441
WI,Dodge,3115360,3202310,3177894,3142046
WI,Door,1091383,1148570,1095181,1163643
WI,Douglas,1509470,1603795,1642407,1620590
WI,Dunn,1539587,1524705,1552098,1650365
WI,Eau Claire,4894187,4871617,4945883,5204725
WI,Florence,70823,60013,70981,78247
WI,Fond du Lac,4136675,4260133,4334249,4404400
WI,Forest,286927,308396,337528,346887
WI,Grant,1670709,1724946,1781192,1840527
WI,Green,1349673,1369862,1319821,1345460
WI,Green Lake,629935,642556,635701,690073
WI,Iowa,909258,903652,977021,1078395
WI,Iron,135115,133559,130929,133133
WI,Jackson,733312,712346,778879,827534
WI,Jefferson,3330254,3380057,3454311,3662904
WI,Juneau,794618,764265,781021,815924
WI,Kenosha,4939339,5357125,5455703,5754174
WI,Kewaunee,884116,733796,549276,557084
WI,La Crosse,5645845,5798709,6005587,6322182
WI,Lafayette,390237,400251,413440,456370
WI,Langlade,577173,577909,568640,578153
WI,Lincoln,868659,858053,866341,894832
WI,Manitowoc,3489652,3508352,3559437,3506231
WI,Marathon,7071650,7256369,7389137,7640863
WI,Marinette,1703658,1787395,1682510,1745254
WI,Marquette,331849,327437,314226,336506
WI,Menominee,137067,127934,127874,124748
WI,Milwaukee,49951486,50496484,51748433,52944925
WI,Monroe,1614174,1636690,1705770,1862693
WI,Oconto,675000,684672,685501,709865
WI,Oneida,1492956,1474323,1401242,1568803
WI,Outagamie,9493542,9160161,9034022,9384917
WI,Ozaukee,4058872,4042313,4145688,4478541
WI,Pepin,209417,199150,196109,205540
WI,Pierce,888471,917615,954616,1007181
WI,Polk,1203767,1225386,1246319,1278735
WI,Portage,2812087,2859257,2999085,3294139
WI,Price,428309,412715,416101,424283
WI,Racine,7588752,7530886,7435050,7458885
WI,Richland,495204,553821,570476,587668
WI,Rock,5864625,5994102,5960411,6172682
WI,Rusk,379511,382037,381088,403557
WI,St. Croix,2578328,2663931,2705060,2862900
WI,Sauk,3212338,3142709,3162548,3221994
WI,Sawyer,561336,540624,529305,539872
WI,Shawano,1017959,1026897,1024685,1057722
WI,Sheboygan,5614449,5663682,5589270,5617399
WI,Taylor,653711,665441,679069,711811
WI,Trempealeau,1173921,1200150,1242212,1310819
WI,Vernon,879258,915095,957141,999665
WI,Vilas,585175,577188,599226,639686
WI,Walworth,3649515,3645148,3639519,3757092
WI,Washburn,423874,430697,430653,431702
WI,Washington,4892324,4835615,4971054,5146306
WI,Waukesha,33171624,34160134,33712118,28297483
WI,Waupaca,1698216,1720572,1724457,1750354
WI,Waushara,495631,485781,481874,496610
WI,Winnebago,9119280,8656373,8572053,8440335
WI,Wood,3788758,3626788,3747146,3917988
WY,Albany,1234712,1261650,1265321,1264703
WY,Big Horn,498189,531699,518556,509746
WY,Campbell,6447775,6445362,6408628,6397643
WY,Carbon,1339949,1183554,1142126,1470771
WY,Converse,1062826,1120716,1082350,1054279
WY,Crook,254178,266095,266914,264756
WY,Fremont,1563139,1560899,1667817,1675432
WY,Goshen,411708,427702,448480,475087
WY,Hot Springs,218049,226664,238508,247380
WY,Johnson,323519,370142,351016,334918
WY,Laramie,5272020,5361442,5216141,5431017
WY,Lincoln,809056,836868,870553,1007443
WY,Natrona,6205234,5889006,6077267,5735713
WY,Niobrara,126029,129492,136413,129528
WY,Park,1464909,1430999,1367819,1371737
WY,Platte,542926,537622,508368,537068
WY,Sheridan,1321358,1316931,1344028,1381485
WY,Sublette,965968,888733,949171,1017575
WY,Sweetwater,4281177,4596740,4565087,4930655
WY,Teton,2370188,2410176,2392059,2480699
WY,Uinta,1014854,1018469,1020277,1085456
WY,Washakie,371481,380483,395452,404655
WY,Weston,332472,311082,317811,388824
